"PETRJ13,CALL,,A,72,ITM,-9.767,3.023,3.023,100,,3.000,,,,3.040,0,09:45:00,17,4.222,22,9.822,,,,10.000,0,0,0,0,,100,0,200,0,1,1"
"PETRV13,PUT,,E,72,OTM,-9.767,0,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,"
"PETRJ402,CALL,,A,342,ITM,-8.895,2.755,2.753,,,,,,,2.767,-11,13:45:28,14,80.906,8.940,13,105.189,00,5.160,9.971,3,-170,-6,526,10.000,50,0,1,2,3,8,1,2"
"PETRV402,PUT,,E,342,OTM,-8.895,0,,,,,2,,8,4,,0,,,,,,,,0,0,0,,0,,,,,,,"
"Opções PETR4 - CALLs e PUTs - lista, pesquisa e cotações",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker          ,Tipo,F.M. ,Mod.,Strike    ,A/I/OTM,Dist. (%) do Strike,Teórico,VI,Qtd. Bid,Vol. Impl. Bid (%),Bid,Ask,Vol. Impl. Ask (%),Qtd. Ask,Último,Var. (%),Data/Hora,VE,Prêmio como % do strike,Prêmio como % da última cotação,Núm. de Neg.,Vol. Financeiro,Vol. Impl. (%),Delta,Gamma,Theta ($),Theta (%),Vega,Prob. ITM (%),IQ,Coberto,Travado,Descob.,Tit.,Lanç.
PETRJ391,CALL,,A,3.697,OTM,"+19,45",0,,,,,1,387,"188,3",1,0,09:45:00,,3,3,,,,0,0,0,,0,,430,500,"38,4","969,6",43,10
PETRV391,PUT,,E,3.697,ITM,"+19,45",582,602,3,,570,601,695,15,569,-35,12:57:15,-16,1.584,1.892,3,"6.852,00",499,-9.623,281,79,13,4.802,10.000,14,0,150,"347,5",7,49
PETRJ377,CALL,,E,3.722,OTM,"+20,26",0,,,,,1,,"148,1",1,,09:45:00,,3,3,1,6.000,,0,0,0,,0,,383,500,"25,9","275,7",23,6
PETRV377,PUT,,E,3.722,ITM,"+20,26",607,627,3,,595,615,593,15,582,,09:45:00,-22,1.625,1.955,1,"29.100,00",,-10.000,0,220,36,0,,24,0,"255,2","99,1",6,25
PETRJ396,CALL,,A,3.747,OTM,"+21,07",0,,,,,1,,"291,1",1,0,09:45:00,,3,3,,,,0,0,0,,0,,511,700,"69,2",4.841.400,46,9
PETRV396,PUT,,E,3.747,ITM,"+21,07",632,652,3,,619,640,612,15,618,0,09:45:00,-22,1.680,2.034,,,,-10.000,0,220,35,0,,27,0,"416,9","144,5",7,26
PETRJ382,CALL,,E,3.772,OTM,"+21,87",0,,,,,1,427,"165,1",1,0,09:45:00,,3,3,,,,0,0,0,,0,,400,0,37,"422,3",32,8
PETRV382,PUT,,E,3.772,ITM,"+21,87",657,677,"15,4",,631,664,616,3,641,0,09:45:00,-29,1.717,2.092,,,,-10.000,0,220,34,0,,28,0,"490,5","77,5",5,18
PETRJ401,CALL,,A,3.797,OTM,"+22,68",0,,,,,1,,"235,6",1,0,09:45:00,,3,3,,,,0,0,0,,0,,280,1,"34,1","264,2",14,5
PETRV401,PUT,,E,3.797,ITM,"+22,68",682,702,3,,669,700,748,15,655,0,09:45:00,-17,1.803,2.212,,,491,-9.822,153,152,22,2.565,10.000,121,0,"218,4","517,3",41,34
PETRJ387,CALL,,E,3.822,OTM,"+23,49",0,,,,,1,,"74,3",1,0,09:45:00,,3,3,,,,0,0,0,,0,,117,0,"3,3","101,3",7,6
PETRV387,PUT,,E,3.822,ITM,"+23,49",707,727,3,,694,725,786,15,672,0,09:45:00,-17,1.856,2.292,,,567,-9.686,213,90,13,4.134,10.000,31,0,"182,1","158,5",5,16
PETRJ406,CALL,,A,3.847,OTM,"+24,30",0,,,,,1,,"152,1",1,,09:45:00,,3,3,2,30.000,,0,0,0,,0,,71,0,"54,3",122,5,7
PETRV406,PUT,,E,3.847,ITM,"+24,30",731,752,3,,719,750,806,15,715,0,09:45:00,-17,1.909,2.373,,,586,-9.685,207,87,12,4.149,10.000,33,0,"15,2","38,8",5,15
PETRJ393,CALL,,E,3.872,OTM,"+25,11",0,,,,,1,479,115,1,0,09:45:00,,3,3,,,,0,0,0,,0,,150,0,"38,5","6,6",6,4
PETRV393,PUT,,E,3.872,ITM,"+25,11",756,777,3,,744,764,689,3,688,0,09:45:00,-23,1.947,2.436,,,,-10.000,0,230,30,0,,38,0,"246,1","85,9",5,13
PETRJ411,CALL,,A,3.897,OTM,"+25,91",0,,,,,1,,"55,1",7,0,09:45:00,,18,23,,,,0,0,0,,0,,500,0,0,"1,9",5,1
PETRV411,PUT,,E,3.897,ITM,"+25,91",781,802,3,,757,825,1.037,3,619,0,09:45:00,-183,1.588,2.000,,,701,-9.491,255,-16,-3,6.118,10.000,44,0,"116,3","13,2",4,9
PETRJ398,CALL,,E,3.922,OTM,"+26,72",0,,,,,1,,"102,2",1,0,09:45:00,,3,3,,,,0,0,0,,0,,133,0,"7,8","28,5",4,3
PETRV398,PUT,,E,3.922,ITM,"+26,72",806,827,3,,782,815,740,15,795,"+10,88",11:33:34,-28,2.036,2.580,2,"13.516,00",,-10.000,0,230,29,0,,37,0,"390,1","85,9",7,19
PETRJ416,CALL,,A,3.947,OTM,"+27,53",0,,,,,1,515,53,1,0,09:45:00,,3,3,,,,0,0,0,,0,,83,200,"4,8","26,3",5,6
PETRV416,PUT,,E,3.947,ITM,"+27,53",831,852,3,,806,840,758,15,775,0,09:45:00,-29,2.085,2.659,,,,-10.000,0,230,28,0,,44,0,100,"119,1",4,9
PETRJ403,CALL,,E,3.972,OTM,"+28,34",0,,,,,1,,53,1,0,09:45:00,,3,3,,,,0,0,0,,0,,100,0,21,"30,1",4,4
PETRV403,PUT,,E,3.972,ITM,"+28,34",856,877,3,,831,864,727,15,799,0,09:45:00,-29,2.134,2.738,,,,-10.000,0,240,28,0,,50,0,"44,4","25,2",5,10
PETRJ421,CALL,,A,3.997,OTM,"+29,14",0,,,,,1,,55,1,0,09:45:00,,3,3,,,,0,0,0,,0,,100,200,"14,8","38,3",5,5
PETRV421,PUT,,E,3.997,ITM,"+29,14",881,902,3,,856,889,777,15,862,0,09:45:00,-29,2.183,2.819,,,,-10.000,0,240,27,0,,50,0,"148,1","25,4",5,10
PETRJ408,CALL,,E,4.022,OTM,"+29,95",0,,,,,2,,"4,2",1,0,09:45:00,,2,3,,,,0,0,0,,0,,67,1,"8,1",500,2,3
PETRV408,PUT,,E,4.022,ITM,"+29,95",906,927,"3,2",,878,951,1.145,3,886,,09:45:00,-12,2.274,2.955,2,"77.082,00",771,-9.546,212,-9,-1,5.578,10.000,33,0,"34,7","38,3",2,6
PETRJ426,CALL,,A,4.047,OTM,"+30,76",0,,,,,2,,"8,4",1,0,09:45:00,,2,3,,,,0,0,0,,0,,175,0,"24,7","1,8",7,4
PETRV426,PUT,,E,4.047,ITM,"+30,76",930,952,3,,904,975,1.157,3,763,0,09:45:00,-13,2.320,3.034,,,788,-9.548,207,-12,,5.564,10.000,100,0,"18,2",2,2,2
PETRJ413,CALL,,E,4.072,OTM,"+31,57",0,,,,,2,,"8,4",1,0,09:45:00,,2,3,,,,0,0,0,,0,,100,0,12,23,3,3
PETRV413,PUT,,E,4.072,ITM,"+31,57",955,977,3,,929,1.001,1.184,3,900,0,09:45:00,-12,2.370,3.118,,,814,-9.530,206,-27,-3,5.742,10.000,25,0,"8,3","21,2",2,8
PETRJ431,CALL,,A,4.097,OTM,"+32,37",0,,,,,2,,"14,7",2,0,09:45:00,,5,6,,,,0,0,0,,0,,250,0,"2,1","48,2",10,4
PETRV431,PUT,,E,4.097,ITM,"+32,37",980,1.002,3,,954,1.025,1.195,3,810,0,09:45:00,-13,2.414,3.195,,,822,-9.550,197,-18,-1,5.540,10.000,75,0,"61,5",0,3,4
PETRJ418,CALL,,E,4.122,OTM,"+33,18",0,,,,,2,,"16,8",1,0,09:45:00,,2,3,,,,0,0,0,,0,,100,0,100,0,1,1
PETRV418,PUT,,E,4.122,ITM,"+33,18",1.005,1.027,3,,978,1.050,1.214,3,841,0,09:45:00,-13,2.459,3.275,,,829,-9.571,188,-9,0,5.335,10.000,33,0,22,"14,6",2,6
PETRJ436,CALL,,A,4.147,OTM,"+33,99",0,,,,,1,,30,8,0,09:45:00,,19,26,,,,0,0,0,,0,,100,0,500,"5,2",2,2
PETRV436,PUT,,E,4.147,ITM,"+33,99",1.030,1.052,3,,1.003,1.075,1.233,3,852,0,09:45:00,-13,2.504,3.355,,,846,-9.572,184,-12,,5.325,10.000,50,0,58,"5,5",2,4
PETRJ423,CALL,,E,4.172,OTM,"+34,80",0,,,,,1,,30,1,0,09:45:00,,2,3,,,,0,0,0,,0,,100,0,"5,6","3,4",1,1
PETRV423,PUT,,E,4.172,ITM,"+34,80",1.055,1.077,3,,1.028,1.101,1.259,3,1.034,0,09:45:00,-13,2.550,3.438,,,872,-9.554,185,-27,-1,5.499,10.000,67,0,"36,9","20,9",4,6
PETRJ441,CALL,,A,4.197,OTM,"+35,61",0,,,,,1,,30,1,0,09:45:00,,2,3,,,,0,0,0,,0,,1.600,0,"4,8","47,1",16,1
PETRV441,PUT,,E,4.197,ITM,"+35,61",1.080,1.102,3,,1.052,1.126,1.278,3,1.034,0,09:45:00,-13,2.594,3.517,,,879,-9.574,177,-18,-1,5.308,10.000,33,0,200,"23,7",1,3
PETRJ428,CALL,,E,4.222,OTM,"+36,41",0,,,,,1,,30,,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV428,PUT,,E,4.222,ITM,"+36,41",1.104,1.127,3,,1.077,1.151,1.296,3,1.095,0,09:45:00,-13,2.637,3.598,,,895,-9.574,173,-21,-1,5.306,10.000,38,0,"44,4","37,3",3,8
PETRJ430,CALL,,A,4.247,OTM,"+37,22",0,,,,,1,654,30,,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV430,PUT,,E,4.247,ITM,"+37,22",1.129,1.152,3,,1.102,1.176,1.321,3,958,0,09:45:00,-13,2.681,3.679,,,911,-9.575,170,-24,-1,5.295,10.000,50,0,"15,5","6,9",2,4
PETRJ433,CALL,,E,4.272,OTM,"+38,03",0,,,,,1,,30,,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV433,PUT,,E,4.272,ITM,"+38,03",1.154,1.177,3,,1.098,1.201,1.332,3,1.095,0,09:45:00,-82,2.563,3.538,,,,-10.000,0,250,23,0,,67,0,0,"8,3",2,3
PETRJ435,CALL,,A,4.297,OTM,"+38,84",0,,,,,1,,30,,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV435,PUT,,E,4.297,ITM,"+38,84",1.179,1.202,3,,1.123,1.226,1.350,3,1.145,0,09:45:00,-57,2.665,3.700,,,,-10.000,0,250,22,0,,50,0,0,"10,1",1,2
PETRJ438,CALL,,E,4.322,OTM,"+39,64",0,,,,,1,,30,,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV438,PUT,,E,4.322,ITM,"+39,64",1.204,1.227,3,,1.176,1.251,1.368,3,1.030,0,09:45:00,-14,2.807,3.919,,,950,-9.593,157,-21,-1,5.114,10.000,75,0,0,"50,9",3,4
PETRJ440,CALL,,A,4.347,OTM,"+40,45",0,,,,,1,,30,10,0,09:45:00,,23,32,,,,0,0,0,,0,,100,0,400,100,2,2
PETRV440,PUT,,E,4.347,ITM,"+40,45",1.229,1.252,3,,1.201,1.276,1.399,3,1.160,0,09:45:00,-14,2.848,4.000,,,966,-9.593,155,-24,-1,5.110,10.000,75,0,11,66,3,4
PETRJ443,CALL,,E,4.372,OTM,"+41,26",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV443,PUT,,E,4.372,ITM,"+41,26",1.254,1.277,3,,1.225,1.301,1.417,3,1.246,"+3,75",11:14:06,-14,2.888,4.079,2,"99.880,00",972,-9.610,149,-14,0,4.938,10.000,12,0,281,"44,6",3,26
PETRJ445,CALL,,A,4.397,OTM,"+42,07",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV445,PUT,,E,4.397,ITM,"+42,07",1.279,1.302,3,,1.223,1.326,1.427,3,1.210,0,09:45:00,-28,2.899,4.118,,,,-10.000,0,260,20,0,,100,0,15,0,1,1
PETRJ448,CALL,,E,4.422,OTM,"+42,88",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV448,PUT,,E,4.422,ITM,"+42,88",1.303,1.327,3,,1.275,1.350,1.443,3,1.213,0,09:45:00,-15,2.967,4.239,,,993,-9.626,141,-8,0,4.770,10.000,40,0,0,"30,1",2,5
PETRJ450,CALL,,A,4.447,OTM,"+43,68",0,,,,,,,,1,0,09:45:00,,2,3,,,,0,0,0,,0,,50,0,0,"1,9",1,2
PETRV450,PUT,,E,4.447,ITM,"+43,68",1.328,1.352,,,,,,,,0,,,,,,,,-10.000,0,260,,0,,,,,,,
PETRJ453,CALL,,E,4.472,OTM,"+44,49",0,,,,,2,814,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV453,PUT,,E,4.472,ITM,"+44,49",1.353,1.377,3,,1.297,1.400,1.470,3,1.350,"+7,91",11:10:25,-28,3.015,4.357,1,"54.000,00",,-10.000,0,260,20,0,,100,0,0,9,2,2
PETRJ455,CALL,,A,4.497,OTM,"+45,30",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV455,PUT,,E,4.497,ITM,"+45,30",1.378,1.402,3,,1.322,1.425,1.486,3,1.258,0,09:45:00,-28,3.054,4.438,,,,-10.000,0,270,19,0,,50,0,0,"6,1",2,4
PETRJ458,CALL,,E,4.522,OTM,"+46,11",0,,,,,,,,1,0,09:45:00,,2,3,,,,0,0,0,,0,,100,0,1,0,1,1
PETRV458,PUT,,E,4.522,ITM,"+46,11",1.403,1.427,3,,1.373,1.450,1.503,3,1.301,0,09:45:00,-16,3.120,4.559,,,1.033,-9.656,126,6,1,4.453,10.000,33,0,0,"66,1",2,6
PETRJ460,CALL,,A,4.547,OTM,"+46,91",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV460,PUT,,E,4.547,ITM,"+46,91",1.428,1.452,,,,,,,,0,,,,,,,,-10.000,0,270,,0,,,,,,,
PETRJ463,CALL,,E,4.572,OTM,"+47,72",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV463,PUT,,E,4.572,ITM,"+47,72",1.453,1.477,,,,,,,,0,,,,,,,,-10.000,0,270,,0,,,,,,,
PETRJ465,CALL,,A,4.597,OTM,"+48,53",0,,,,,2,868,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV465,PUT,,E,4.597,ITM,"+48,53",1.477,1.502,,,,,,,,0,,,,,,,,-10.000,0,270,,0,,,,,,,
PETRJ468,CALL,,E,4.622,OTM,"+49,34",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV468,PUT,,E,4.622,ITM,"+49,34",1.502,1.527,,,,,,,,0,,,,,,,,-10.000,0,270,,0,,,,,,,
PETRJ470,CALL,,A,4.647,OTM,"+50,15",0,,,,,2,889,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV470,PUT,,E,4.647,ITM,"+50,15",1.527,1.552,,,,,,,,0,,,,,,,,-10.000,0,280,,0,,,,,,,
PETRJ473,CALL,,E,4.672,OTM,"+50,95",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV473,PUT,,E,4.672,ITM,"+50,95",1.552,1.577,,,,,,,,0,,,,,,,,-10.000,0,280,,0,,,,,,,
PETRJ475,CALL,,A,4.697,OTM,"+51,76",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV475,PUT,,E,4.697,ITM,"+51,76",1.577,1.602,3,,1.546,1.626,1.624,3,1.410,0,09:45:00,-16,3.376,5.123,,,1.126,-9.664,114,-1,1,4.373,10.000,150,0,0,"23,4",3,2
PETRJ478,CALL,,E,4.722,OTM,"+52,57",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV478,PUT,,E,4.722,ITM,"+52,57",1.602,1.627,,,,,,,,0,,,,,,,,-10.000,0,280,,0,,,,,,,
PETRJ480,CALL,,A,4.747,OTM,"+53,38",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV480,PUT,,E,4.747,ITM,"+53,38",1.627,1.652,,,,,,,,0,,,,,,,,-10.000,0,280,,0,,,,,,,
PETRJ483,CALL,,E,4.772,OTM,"+54,18",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV483,PUT,,E,4.772,ITM,"+54,18",1.652,1.677,,,,,,,,0,,,,,,,,-10.000,0,280,,0,,,,,,,
PETRJ485,CALL,,A,4.797,OTM,"+54,99",0,,,,,2,,"8,4",8,0,09:45:00,,17,26,,,,0,0,0,,0,,100,0,0,"2,5",1,1
PETRV485,PUT,,E,4.797,ITM,"+54,99",1.676,1.702,,,,,,,,0,,,,,,,,-10.000,0,280,,0,,,,,,,
PETRJ488,CALL,,E,4.822,OTM,"+55,80",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV488,PUT,,E,4.822,ITM,"+55,80",1.701,1.727,,,,,,,,0,,,,,,,,-10.000,0,290,,0,,,,,,,
PETRJ490,CALL,,A,4.847,OTM,"+56,61",0,,,,,2,969,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV490,PUT,,E,4.847,ITM,"+56,61",1.726,1.752,,,,,,,,0,,,,,,,,-10.000,0,290,,0,,,,,,,
PETRJ493,CALL,,E,4.872,OTM,"+57,42",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV493,PUT,,E,4.872,ITM,"+57,42",1.751,1.777,,,,,,,,0,,,,,,,,-10.000,0,290,,0,,,,,,,
PETRJ495,CALL,,A,4.897,OTM,"+58,22",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV495,PUT,,E,4.897,ITM,"+58,22",1.776,1.802,,,,,,,1.698,0,09:45:00,-104,3.467,5.486,,,875,-9.957,25,253,15,745,10.000,100,0,"11,7",300,2,2
PETRJ498,CALL,,E,4.922,OTM,"+59,03",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV498,PUT,,E,4.922,ITM,"+59,03",1.801,1.827,3,,1.769,1.850,1.752,3,1.723,0,09:45:00,-18,3.675,5.845,,,1.221,-9.695,97,13,1,4.030,10.000,200,0,0,"15,1",2,1
PETRJ500,CALL,,A,4.947,OTM,"+59,84",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV500,PUT,,E,4.947,ITM,"+59,84",1.826,1.852,,,,,,,,0,,,,,,,,-10.000,0,290,,0,,,,,,,
PETRJ497,CALL,,E,4.972,OTM,"+60,65",0,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV497,PUT,,E,4.972,ITM,"+60,65",1.850,1.877,,,,,,,,0,,,,,,,,-10.000,0,290,,0,,,,,,,
PETRJ505,CALL,,A,4.997,OTM,"+61,45",0,,,,,2,1.025,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV505,PUT,,E,4.997,ITM,"+61,45",1.875,1.902,,,,,,,,0,,,,,,,,-10.000,0,300,,0,,,,,,,
PETRJ510,CALL,,A,5.047,OTM,"+63,07",0,,,,,2,1.044,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV510,PUT,,E,5.047,ITM,"+63,07",1.925,1.952,,,,,,,,0,,,,,,,,-10.000,0,300,,0,,,,,,,
PETRJ515,CALL,,A,5.097,OTM,"+64,68",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV515,PUT,,E,5.097,ITM,"+64,68",1.975,2.002,,,,,,,,0,,,,,,,,-10.000,0,300,,0,,,,,,,
PETRJ520,CALL,,A,5.147,OTM,"+66,30",0,,,,,2,1.080,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV520,PUT,,E,5.147,ITM,"+66,30",2.025,2.052,,,,,,,1.880,0,09:45:00,-172,3.653,6.074,,,,-10.000,0,300,16,0,,33,0,0,"1,5",1,3
PETRJ525,CALL,,A,5.197,OTM,"+67,92",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV525,PUT,,E,5.197,ITM,"+67,92",2.074,2.102,,,,,,,,0,,,,,,,,-10.000,0,310,,0,,,,,,,
PETRJ530,CALL,,A,5.247,OTM,"+69,53",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV530,PUT,,E,5.247,ITM,"+69,53",2.124,2.152,,,,,,,,0,,,,,,,,-10.000,0,310,,0,,,,,,,
PETRJ535,CALL,,E,5.297,OTM,"+71,15",0,,,,,2,1.134,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV535,PUT,,E,5.297,ITM,"+71,15",2.174,2.202,,,,,,,,0,,,,,,,,-10.000,0,310,,0,,,,,,,
PETRJ540,CALL,,A,5.347,OTM,"+72,76",0,,,,,2,1.151,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV540,PUT,,E,5.347,ITM,"+72,76",2.223,2.252,,,,,,,,0,,,,,,,,-10.000,0,320,,0,,,,,,,
PETRJ545,CALL,,E,5.397,OTM,"+74,38",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV545,PUT,,E,5.397,ITM,"+74,38",2.273,2.302,,,,,,,2.105,0,09:45:00,-197,3.900,6.801,,,1.221,-9.878,44,191,9,1.866,10.000,100,0,"13,5",0,2,2
PETRJ550,CALL,,A,5.447,OTM,"+75,99",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV550,PUT,,E,5.447,ITM,"+75,99",2.323,2.352,,,,,,,2.150,0,09:45:00,-202,3.947,6.947,,,1.252,-9.870,45,184,9,1.965,10.000,25,0,"11,5",0,1,4
PETRJ555,CALL,,E,5.497,OTM,"+77,61",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV555,PUT,,E,5.497,ITM,"+77,61",2.373,2.402,,,,,,,,0,,,,,,,,-10.000,0,330,,0,,,,,,,
PETRJ560,CALL,,A,5.547,OTM,"+79,22",0,,,,,2,1.217,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV560,PUT,,E,5.547,ITM,"+79,22",2.422,2.452,,,,,,,,0,,,,,,,,-10.000,0,330,,0,,,,,,,
PETRJ565,CALL,,E,5.597,OTM,"+80,84",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV565,PUT,,E,5.597,ITM,"+80,84",2.472,2.502,,,,,,,2.430,0,09:45:00,-72,4.342,7.851,,,,-10.000,0,330,14,0,,200,0,0,"8,4",2,1
PETRJ570,CALL,,A,5.647,OTM,"+82,46",0,,,,,2,,"8,4",1,0,09:45:00,,2,3,,,,0,0,0,,0,,100,0,0,300,1,1
PETRV570,PUT,,E,5.647,ITM,"+82,46",2.522,2.552,,,,,,,2.338,0,09:45:00,-214,4.140,7.554,,,,-10.000,0,330,14,0,,100,0,1,0,1,1
PETRJ575,CALL,,E,5.697,OTM,"+84,07",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV575,PUT,,E,5.697,ITM,"+84,07",2.572,2.602,,,,,,,,0,,,,,,,,-10.000,0,340,,0,,,,,,,
PETRJ580,CALL,,A,5.747,OTM,"+85,69",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV580,PUT,,E,5.747,ITM,"+85,69",2.621,2.652,,,,,,,,0,,,,,,,,-10.000,0,340,,0,,,,,,,
PETRJ585,CALL,,E,5.797,OTM,"+87,30",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV585,PUT,,E,5.797,ITM,"+87,30",2.671,2.702,,,,,,,,0,,,,,,,,-10.000,0,340,,0,,,,,,,
PETRJ590,CALL,,A,5.847,OTM,"+88,92",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV590,PUT,,E,5.847,ITM,"+88,92",2.721,2.752,,,,,,,2.618,0,09:45:00,-134,4.478,8.459,,,,-10.000,0,350,13,0,,100,0,100,0,1,1
PETRJ595,CALL,,E,5.897,OTM,"+90,53",0,,,,,2,1.329,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV595,PUT,,E,5.897,ITM,"+90,53",2.770,2.802,,,,,,,,0,,,,,,,,-10.000,0,350,,0,,,,,,,
PETRJ600,CALL,,A,5.947,OTM,"+92,15",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV600,PUT,,E,5.947,ITM,"+92,15",2.820,2.852,,,,,,,,0,,,,,,,,-10.000,0,350,,0,,,,,,,
PETRJ605,CALL,,E,5.997,OTM,"+93,76",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV605,PUT,,E,5.997,ITM,"+93,76",2.870,2.902,,,,,,,,0,,,,,,,,-10.000,0,360,,0,,,,,,,
PETRJ610,CALL,,A,6.047,OTM,"+95,38",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV610,PUT,,E,6.047,ITM,"+95,38",2.920,2.952,,,,,,,,0,,,,,,,,-10.000,0,360,,0,,,,,,,
PETRJ615,CALL,,E,6.097,OTM,"+97,00",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV615,PUT,,E,6.097,ITM,"+97,00",2.969,3.002,,,,,,,,0,,,,,,,,-10.000,0,360,,0,,,,,,,
PETRJ620,CALL,,A,6.147,OTM,"+98,61",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV620,PUT,,E,6.147,ITM,"+98,61",3.019,3.052,,,,,,,,0,,,,,,,,-10.000,0,360,,0,,,,,,,
PETRJ625,CALL,,E,6.197,OTM,"+100,23",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV625,PUT,,E,6.197,ITM,"+100,23",3.069,3.102,,,,,,,,0,,,,,,,,-10.000,0,370,,0,,,,,,,
PETRJ630,CALL,,A,6.247,OTM,"+101,84",0,,,,,2,,"7,8",2,0,09:45:00,,3,6,,,,0,0,0,,0,,100,0,0,600,1,1
PETRV630,PUT,,E,6.247,ITM,"+101,84",3.119,3.152,,,,,,,,0,,,,,,,,-10.000,0,370,,0,,,,,,,
PETRJ635,CALL,,E,6.297,OTM,"+103,46",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV635,PUT,,E,6.297,ITM,"+103,46",3.168,3.202,,,,,,,,0,,,,,,,,-10.000,0,370,,0,,,,,,,
PETRJ640,CALL,,A,6.347,OTM,"+105,07",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV640,PUT,,E,6.347,ITM,"+105,07",3.218,3.252,,,,,,,,0,,,,,,,,-10.000,0,380,,0,,,,,,,
PETRJ645,CALL,,E,6.397,OTM,"+106,69",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV645,PUT,,E,6.397,ITM,"+106,69",3.268,3.302,,,,,,,,0,,,,,,,,-10.000,0,380,,0,,,,,,,
PETRJ650,CALL,,A,6.447,OTM,"+108,30",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV650,PUT,,E,6.447,ITM,"+108,30",3.318,3.352,,,,,,,3.233,0,09:45:00,-119,5.015,10.446,,,,-10.000,0,380,12,0,,100,0,900,0,1,1
